shooter,season,team,conf,class,position,FTs,FTM,FTpct,Trank,shot_team,playerCode,power
elijah morgan,2020-21,Notre Dame,ACC,so,G,3,3,1,Notre Dame,Notre Dame,elmorgan,Power
elijah seward,2020-21,Hampton,BSth,fr,G,3,2,0.666666667,Hampton,Hampton,elseward,Non-Power
emmanuel newsome,2021-22,Oakland,Horz,so,G,3,1,0.333333333,Oakland,Oakland,emnewsome,Non-Power
emmanuel onuama,2021-22,Columbia,Ivy,jr,F,3,1,0.333333333,Columbia,Columbia,emonuama,Non-Power
emmette page,2020-21,Evansville,MVC,jr,G,3,1,0.333333333,Evansville,Evansville,empage,Non-Power
emmitt holt,2018-19,Providence,BE,sr,F,3,2,0.666666667,Providence,Providence,emholt,Power
erik nakken,2017-18,Idaho State,BSky,sr,G,3,2,0.666666667,Idaho St.,Idaho State,ernakken,Non-Power
ethan norton,2019-20,Loyola (MD),Pat,jr,G,3,1,0.333333333,Loyola MD,Loyola (MD),etnorton,Non-Power
evan gauger,2020-21,Northern Iowa,MVC,fr,G,3,0,0,Northern Iowa,Northern Iowa,evgauger,Non-Power
faite williams,2021-22,PV A&M,SWAC,sr,G,3,2,0.666666667,Prairie View A&M,Prairie View A&M,fawilliams,Non-Power
fallou ndoye,2018-19,Santa Clara,WCC,sr,C,3,1,0.333333333,Santa Clara,Santa Clara,fandoye,Non-Power
frankie policelli,2018-19,Dayton,A10,fr,G,3,0,0,Dayton,Dayton,frpolicelli,Non-Power
fred haywood,2017-18,Mcneese,Slnd,fr,G,3,1,0.333333333,McNeese St.,Mcneese St,frhaywood,Non-Power
gabe dorsey,2021-22,Vanderbilt,SEC,fr,F/C,3,1,0.333333333,Vanderbilt,Vanderbilt,gadorsey,Power
gabe quinnett,2021-22,Idaho,BSky,so,G,3,3,1,Idaho,Idaho,gaquinnett,Non-Power
ganlandou cisse,2019-20,LIU,NEC,sr,F,3,1,0.333333333,LIU Brooklyn,Long Island University,gacisse,Non-Power
garrett golday,2019-20,Tenn Tech,OVC,so,F,3,3,1,Tennessee Tech,Tennessee Tech,gagolday,Non-Power
grant coleman,2021-22,Bryant,NEC,fr,F,3,3,1,Bryant,Bryant,grcoleman,Non-Power
grant frickenstein,2021-22,Omaha,Sum,so,G,3,1,0.333333333,Nebraska Omaha,Omaha,grfrickenstein,Non-Power
grant greabell,2018-19,Sacramento St,BSky,fr,F,3,1,0.333333333,Sacramento St.,Sacramento State,grgreabell,Non-Power
greg foster,2020-21,Saint Joe's,A10,so,F,3,1,0.333333333,Saint Joseph's,Saint Joseph's,grfoster,Non-Power
greg tarca,2017-18,Quinnipiac,MAAC,sr,G,3,0,0,Quinnipiac,Quinnipiac,grtarca,Non-Power
haize fornstrom,2018-19,Wyoming,MWC,fr,G,3,3,1,Wyoming,Wyoming,hafornstrom,Non-Power
hank hollingsworth,2019-20,Cal Poly,BW,sr,F,3,2,0.666666667,Cal Poly,Cal Poly,hahollingsworth,Non-Power
harold givens,2018-19,Alcorn State,SWAC,jr,F/C,3,0,0,Alcorn St.,Alcorn State,hagivens,Non-Power
harrison kay,2017-18,Cent Conn St,NEC,so,F,3,2,0.666666667,Central Connecticut,Central Connecticut,hakay,Non-Power
harry morrice,2020-21,NC A&T,MEAC,so,F/C,3,1,0.333333333,North Carolina A&T,North Carolina A&T,hamorrice,Non-Power
harwin francois,2021-22,Mcneese,Slnd,jr,F,3,2,0.666666667,McNeese St.,Mcneese St,hafrancois,Non-Power
hunter seymour,2020-21,Portland,WCC,jr,F,3,2,0.666666667,Portland,Portland,huseymour,Non-Power
ian jones,2020-21,ECU,Amer,sr,G,3,3,1,East Carolina,East Carolina,iajones,Non-Power
ibrahim dosunmu,2017-18,Howard,MEAC,so,F/C,3,1,0.333333333,Howard,Howard,ibdosunmu,Non-Power
ibrahima diallo,2017-18,Manhattan,MAAC,sr,F,3,2,0.666666667,Manhattan,Manhattan,ibdiallo,Non-Power
isaac aguiar,2019-20,UT Martin,OVC,fr,F/C,3,0,0,Tennessee Martin,UT Martin,isaguiar,Non-Power
isaiah green,2017-18,E Michigan,MAC,jr,F/C,3,2,0.666666667,Eastern Michigan,Eastern Michigan,isgreen,Non-Power
isaiah hawthorne,2021-22,San Francisco,WCC,fr,F/C,3,1,0.333333333,San Francisco,San Francisco,ishawthorne,Non-Power
ismael plet,2021-22,Oral Roberts,Sum,so,G,3,1,0.333333333,Oral Roberts,Oral Roberts,isplet,Non-Power
jack tempchin,2020-21,George Mason,A10,sr,G,3,2,0.666666667,George Mason,George Mason,jatempchin,Non-Power
jackson best,2020-21,SIUE,OVC,sr,G,3,1,0.333333333,SIU Edwardsville,SIU Edwardsville,jabest,Non-Power
jacob brown,2017-18,Youngstown St,Horz,fr,F/C,3,2,0.666666667,Youngstown St.,Youngstown State,jabrown,Non-Power
jacob epperson,2018-19,Creighton,BE,so,F/C,3,2,0.666666667,Creighton,Creighton,jaepperson,Power
jaevin cumberland,2017-18,Oakland,Horz,jr,G,3,1,0.333333333,Oakland,Oakland,jacumberland,Non-Power
jahari long,2021-22,Seton Hall,BE,so,G,3,1,0.333333333,Seton Hall,Seton Hall,jalong,Power
jake kyman,2020-21,UCLA,P12,so,G,3,2,0.666666667,UCLA,UCLA,jakyman,Power
jake lanford,2021-22,Yale,Ivy,jr,F,3,2,0.666666667,Yale,Yale,jalanford,Non-Power
jake ohmer,2018-19,W Kentucky,CUSA,so,G,3,2,0.666666667,Western Kentucky,Western Kentucky,jaohmer,Non-Power
jalen brown,2021-22,Pacific,WCC,so,G,3,3,1,Pacific,Pacific,jabrown,Non-Power
jalen haynes,2021-22,Virginia Tech,ACC,fr,F,3,1,0.333333333,Virginia Tech,Virginia Tech,jahaynes,Power
jalen hodge,2018-19,UL Monroe,SB,fr,G,3,3,1,Louisiana Monroe,Ul Monroe,jahodge,Non-Power
jalen jackson,2020-21,North Texas,CUSA,so,G,3,2,0.666666667,North Texas,North Texas,jajackson,Non-Power
jalen johnson,2018-19,Tennessee,SEC,so,F,3,2,0.666666667,Tennessee,Tennessee,jajohnson,Power
jalen smith,2021-22,SMU,Amer,fr,G,3,1,0.333333333,SMU,SMU,jasmith,Non-Power
jalen weaver,2021-22,Nevada,MWC,fr,G,3,2,0.666666667,Nevada,Nevada,jaweaver,Non-Power
jalen white,2020-21,Ohio,MAC,fr,F,3,2,0.666666667,Ohio,Ohio,jawhite,Non-Power
james sanders iv,2020-21,Denver,Sum,so,G,3,1,0.333333333,Denver,Denver,jasanders,Non-Power
jamon bivens,2021-22,Buffalo,MAC,sr,G,3,1,0.333333333,Buffalo,Buffalo,jabivens,Non-Power
jaquan carlos,2021-22,Hofstra,CAA,fr,G,3,2,0.666666667,Hofstra,Hofstra,jacarlos,Non-Power
jarvis doles,2019-20,Drexel,CAA,jr,F,3,1,0.333333333,Drexel,Drexel,jadoles,Non-Power
jashonte wright-mcleish,2020-21,Maine,AE,so,G,3,0,0,Maine,Maine,jawright,Non-Power
jason edokpayi,2020-21,Fairfield,MAAC,fr,F,3,1,0.333333333,Fairfield,Fairfield,jaedokpayi,Non-Power
jason spurgin,2020-21,Southern Utah,BSky,fr,F,3,1,0.333333333,Southern Utah,Southern Utah,jaspurgin,Non-Power
jaxon knotek,2018-19,North Dakota St,Sum,fr,G,3,2,0.666666667,North Dakota St.,North Dakota State,jaknotek,Non-Power
jaxson robinson,2021-22,Arkansas,SEC,so,F,3,3,1,Arkansas,Arkansas,jarobinson,Power
jay harvey,2018-19,South Dakota,Sum,sr,F,3,0,0,South Dakota,South Dakota,jaharvey,Non-Power
jay vaughan,2021-22,Lafayette,Pat,sr,G,3,2,0.666666667,Lafayette,Lafayette,javaughan,Non-Power
jayce catchings,2020-21,UC Irvine,BW,fr,G,3,3,1,UC Irvine,UC Irvine,jacatchings,Non-Power
jaylen stinson,2021-22,JMU,CAA,fr,G,3,2,0.666666667,James Madison,James Madison,jastinson,Non-Power
jaylin williams,2019-20,Auburn,SEC,fr,F,3,3,1,Auburn,Auburn,jawilliams,Power
jaylon pugh,2019-20,Furman,SC,so,G,3,2,0.666666667,Furman,Furman,japugh,Non-Power
jaylon tyson,2021-22,Texas,B12,fr,G,3,2,0.666666667,Texas,Texas,jatyson,Power
jeffery armstrong,2020-21,Southern Miss,CUSA,fr,G,3,1,0.333333333,Southern Miss,Southern Miss,jearmstrong,Non-Power
jequan perry,2017-18,FAU,CUSA,jr,G,3,2,0.666666667,Florida Atlantic,Florida Atlantic,jeperry,Non-Power
jeremiah livingston,2017-18,St Peter's,MAAC,jr,G,3,1,0.333333333,Saint Peter's,Saint Peter's,jelivingston,Non-Power
jermaine miranda,2020-21,Cal Baptist,WAC,so,F/C,3,2,0.666666667,Cal Baptist,Cal Baptist,jemiranda,Non-Power
jerrod rigby,2019-20,Southern Miss,CUSA,sr,G,3,3,1,Southern Miss,Southern Miss,jerigby,Non-Power
jesse wade,2017-18,Gonzaga,WCC,fr,G,3,1,0.333333333,Gonzaga,Gonzaga,jewade,Non-Power
jimmy nichols,2019-20,Providence,BE,so,F,3,1,0.333333333,Providence,Providence,jinichols,Power
jimmy ratliff,2018-19,Siena,MAAC,fr,F,3,2,0.666666667,Siena,Siena,jiratliff,Non-Power
joel mensah,2019-20,San Diego State,MWC,so,F,3,1,0.333333333,San Diego St.,San Diego State,jomensah,Non-Power
john matt merritt,2018-19,Lipscomb,ASun,so,G,3,2,0.666666667,Lipscomb,Lipscomb,jomatt,Non-Power
john poulakidas,2021-22,Yale,Ivy,fr,G,3,3,1,Yale,Yale,jopoulakidas,Non-Power
john stubbs,2019-20,Elon,CAA,so,G,3,2,0.666666667,Elon,Elon,jostubbs,Non-Power
jon ander cuadra,2017-18,Campbell,BSth,jr,G,3,1,0.333333333,Campbell,Campbell,joander,Non-Power
jonathan alexandre,2020-21,Oral Roberts,Sum,fr,F/C,3,3,1,Oral Roberts,Oral Roberts,joalexandre,Non-Power
jonathan floyd,2018-19,Alcorn State,SWAC,jr,G,3,2,0.666666667,Alcorn St.,Alcorn State,jofloyd,Non-Power
jonathan lucas,2021-22,Mcneese,Slnd,fr,F,3,0,0,McNeese St.,Mcneese St,jolucas,Non-Power
jonathan steelman,2021-22,Wofford,SC,jr,F/C,3,2,0.666666667,Wofford,Wofford,josteelman,Non-Power
jonquarius mcghee,2021-22,Nicholls,Slnd,fr,G,3,1,0.333333333,Nicholls St.,Nicholls,jomcghee,Non-Power
jordan hardwick,2017-18,Coppin State,MEAC,fr,F/C,3,0,0,Coppin St.,Coppin State,johardwick,Non-Power
jordan kellier,2020-21,Utah,P12,so,F/C,3,1,0.333333333,Utah,Utah,jokellier,Power
jordan naughton,2017-18,Wyoming,MWC,jr,F,3,2,0.666666667,Wyoming,Wyoming,jonaughton,Non-Power
jordan phillips,2021-22,Detroit Mercy,Horz,sr,F,3,0,0,Detroit,Detroit Mercy,jophillips,Non-Power
josh mcdaniel,2021-22,Ohio,MAC,sr,G,3,1,0.333333333,Ohio,Ohio,jomcdaniel,Non-Power
josh roberts,2018-19,St John's,BE,fr,F,3,0,0,St. John's,St. John's,joroberts,Power
josh watts,2021-22,Brown,Ivy,jr,G,3,3,1,Brown,Brown,jowatts,Non-Power
joshua mullins,2019-20,Grambling,SWAC,so,G,3,1,0.333333333,Grambling St.,Grambling,jomullins,Non-Power
jourdan smith,2021-22,C. Carolina,SB,jr,F/C,3,2,0.666666667,Coastal Carolina,Coastal Carolina,josmith,Non-Power
jovan stulic,2020-21,Little Rock,SB,so,F,3,1,0.333333333,Little Rock,Arkansas-Little Rock,jostulic,Non-Power
jovan tucker,2021-22,Mercer,SC,so,G,3,1,0.333333333,Mercer,Mercer,jotucker,Non-Power
justus jackson,2021-22,Hawai'i,BW,fr,G,3,3,1,Hawaii,Hawai'i,jujackson,Non-Power
juwan henderson,2017-18,Alcorn State,SWAC,sr,G,3,2,0.666666667,Alcorn St.,Alcorn State,juhenderson,Non-Power
kaden perry,2021-22,Gonzaga,WCC,fr,F,3,0,0,Gonzaga,Gonzaga,kaperry,Non-Power
kaijae yee-stephens,2017-18,Pepperdine,WCC,fr,G,3,1,0.333333333,Pepperdine,Pepperdine,kayee,Non-Power
kaleb washington,2021-22,Dayton,A10,fr,G,3,2,0.666666667,Dayton,Dayton,kawashington,Non-Power
kamil chapman,2018-19,Longwood,BSth,so,G,3,2,0.666666667,Longwood,Longwood,kachapman,Non-Power
karim sameh azab,2017-18,Memphis,Amer,so,F,3,1,0.333333333,Memphis,Memphis,kasameh,Non-Power
kasparas jonauskas,2020-21,Sacred Heart,NEC,fr,F/C,3,2,0.666666667,Sacred Heart,Sacred Heart,kajonauskas,Non-Power
kasper christiansen,2017-18,FIU,CUSA,fr,F,3,2,0.666666667,FIU,Florida International,kachristiansen,Non-Power
kawanise wilkins,2019-20,W Michigan,MAC,jr,F,3,3,1,Western Michigan,Western Michigan,kawilkins,Non-Power
keaton kutcher,2021-22,South Dakota,Sum,fr,G,3,2,0.666666667,South Dakota,South Dakota,kekutcher,Non-Power
keegan mcdowell,2018-19,Liberty,ASun,so,G,3,3,1,Liberty,Liberty,kemcdowell,Non-Power
keegan mcdowell,2020-21,Liberty,ASun,jr,F,3,3,1,Liberty,Liberty,kemcdowell,Non-Power
keenon cole,2020-21,N Illinois,MAC,so,F,3,1,0.333333333,Northern Illinois,Northern Illinois,kecole,Non-Power
keon ambrose-hylton,2021-22,Alabama,SEC,so,F,3,1,0.333333333,Alabama,Alabama,keambrose,Power
kevin doi,2018-19,Drexel,CAA,sr,G,3,1,0.333333333,Drexel,Drexel,kedoi,Non-Power
kevin schutte,2018-19,Hofstra,CAA,so,F/C,3,0,0,Hofstra,Hofstra,keschutte,Non-Power
kezza giffa,2021-22,UTEP,CUSA,fr,G,3,2,0.666666667,UTEP,UTEP,kegiffa,Non-Power
khamari mcgriff,2021-22,UNC Wilmington,CAA,fr,F,3,1,0.333333333,UNC Wilmington,UNC Wilmington,khmcgriff,Non-Power
kharee mcdaniel,2020-21,SF Austin,Slnd,fr,G,3,2,0.666666667,Stephen F. Austin,Stephen F. Austin,khmcdaniel,Non-Power
khari harley,2017-18,Little Rock,SB,sr,F,3,2,0.666666667,Little Rock,Arkansas-Little Rock,khharley,Non-Power
khyre thompson,2019-20,UNCG,SC,fr,F/C,3,3,1,UNC Greensboro,UNC Greensboro,khthompson,Non-Power
kobe clark,2020-21,Georgetown,BE,fr,F,3,2,0.666666667,Georgetown,Georgetown,koclark,Power
kobe johnson,2021-22,West Virginia,B12,fr,G,3,0,0,West Virginia,West Virginia,kojohnson,Power
kobe julien,2020-21,Louisiana,SB,fr,F/C,3,2,0.666666667,Louisiana Lafayette,Louisiana,kojulien,Non-Power
kobe king,2017-18,Wisconsin,B10,fr,G,3,3,1,Wisconsin,Wisconsin,koking,Power
kobe wilson,2020-21,Alcorn State,SWAC,sr,F,3,3,1,Alcorn St.,Alcorn State,kowilson,Non-Power
kodye pugh,2020-21,Loyola Mary,WCC,sr,F,3,1,0.333333333,Loyola Marymount,Loyola Marymount,kopugh,Non-Power
kris monroe,2020-21,Providence,BE,jr,F,3,1,0.333333333,Providence,Providence,krmonroe,Power
kshun stokes,2020-21,AR-Pine Bluff,SWAC,so,G,3,3,1,Arkansas Pine Bluff,Arkansas-Pine Bluff,ksstokes,Non-Power
kyle braun,2021-22,Marshall,CUSA,fr,G,3,3,1,Marshall,Marshall,kybraun,Non-Power
kyle copeland,2018-19,Holy Cross,Pat,so,G,3,2,0.666666667,Holy Cross,Holy Cross,kycopeland,Non-Power
kyle mccloskey,2019-20,Penn State,B10,so,G,3,0,0,Penn St.,Penn State,kymccloskey,Power
lamar norman,2020-21,Duquesne,A10,jr,G,3,3,1,Duquesne,Duquesne,lanorman,Non-Power
lane hartley,2019-20,LA Tech,CUSA,jr,G,3,1,0.333333333,Louisiana Tech,Louisiana Tech,lahartley,Non-Power
lars espe,2017-18,Montana,BSky,fr,G,3,1,0.333333333,Montana,Montana,laespe,Non-Power
laurynas vaistaras,2021-22,Campbell,BSth,so,F/C,3,2,0.666666667,Campbell,Campbell,lavaistaras,Non-Power
lazar grbovic,2020-21,Arkansas State,SB,fr,F/C,3,0,0,Arkansas St.,Arkansas St,lagrbovic,Non-Power
leemet bockler,2020-21,Saint Mary's,WCC,fr,F,3,3,1,Saint Mary's,Saint Mary's,lebockler,Non-Power
lepear toles,2018-19,Akron,MAC,so,G,3,1,0.333333333,Akron,Akron,letoles,Non-Power
liam lloyd,2021-22,Grand Canyon,WAC,so,F,3,2,0.666666667,Grand Canyon,Grand Canyon,lilloyd,Non-Power
lincoln ball,2020-21,G Washington,A10,fr,G,3,1,0.333333333,George Washington,George Washington,liball,Non-Power
logan curtis,2019-20,ECU,Amer,fr,G,3,0,0,East Carolina,East Carolina,locurtis,Non-Power
lorenzen wright,2017-18,UT Martin,OVC,sr,G,3,2,0.666666667,Tennessee Martin,UT Martin,lowright,Non-Power
lorenzo hunt,2017-18,Miss Valley St,SWAC,so,G,3,2,0.666666667,Mississippi Valley St.,Mississippi Valley State,lohunt,Non-Power
luke frampton,2019-20,Davidson,A10,so,G,3,3,1,Davidson,Davidson,luframpton,Non-Power
luke mcdonnell,2017-18,Northern Iowa,MVC,so,F/C,3,0,0,Northern Iowa,Northern Iowa,lumcdonnell,Non-Power
lwal dung,2018-19,Wyoming,MWC,jr,G,3,1,0.333333333,Wyoming,Wyoming,lwdung,Non-Power
mabor majak,2020-21,Cleveland State,Horz,fr,F,3,3,1,Cleveland St.,Cleveland State,mamajak,Non-Power
majok deng,2020-21,Pepperdine,WCC,fr,F,3,2,0.666666667,Pepperdine,Pepperdine,madeng,Non-Power
malachi rhodes,2020-21,Bucknell,Pat,so,F,3,3,1,Bucknell,Bucknell,marhodes,Non-Power
malcolm bailey,2021-22,Colgate,Pat,jr,F,3,3,1,Colgate,Colgate,mabailey,Non-Power
malcolm wilson,2020-21,Georgetown,BE,so,C,3,1,0.333333333,Georgetown,Georgetown,mawilson,Power
malik crowfield,2018-19,VCU,A10,jr,G,3,2,0.666666667,VCU,VCU,macrowfield,Non-Power
marcellus brigham,2020-21,Jacksonville St,OVC,fr,G,3,0,0,Jacksonville St.,Jacksonville State,mabrigham,Non-Power
marcellus vail,2021-22,Samford,SC,fr,F,3,1,0.333333333,Samford,Samford,mavail,Non-Power
marco anthony,2017-18,UVA,ACC,fr,G,3,1,0.333333333,Virginia,Virginia,maanthony,Power
marcus dockery,2020-21,Maryland,B10,fr,G,3,1,0.333333333,Maryland,Maryland,madockery,Power
marcus dockery,2021-22,Maryland,B10,so,F,3,2,0.666666667,Maryland,Maryland,madockery,Power
marice wright,2017-18,Alabama State,SWAC,jr,F/C,3,1,0.333333333,Alabama St.,Alabama State,mawright,Non-Power
mark crowe,2017-18,Cal Poly,BW,fr,G,3,2,0.666666667,Cal Poly,Cal Poly,macrowe,Non-Power
mark madden,2020-21,Army,Pat,sr,G,3,1,0.333333333,Army,Army,mamadden,Non-Power
markell lodge,2017-18,Saint Joe's,A10,jr,F/C,3,1,0.333333333,Saint Joseph's,Saint Joseph's,malodge,Non-Power
markese redding,2020-21,Loyola (MD),Pat,jr,F/C,3,2,0.666666667,Loyola MD,Loyola (MD),maredding,Non-Power
marko coudreau,2018-19,North Dakota,Sum,fr,F,3,2,0.666666667,North Dakota,North Dakota,macoudreau,Non-Power
marko krivacevic,2017-18,Duquesne,A10,jr,F,3,2,0.666666667,Duquesne,Duquesne,makrivacevic,Non-Power
mason aucoin,2017-18,Louisiana,SB,so,G,3,2,0.666666667,Louisiana Lafayette,Louisiana,maaucoin,Non-Power
matej drgon,2017-18,N Colorado,BSky,fr,F,3,2,0.666666667,Northern Colorado,Northern Colorado,madrgon,Non-Power
matt grace,2018-19,Richmond,A10,fr,F,3,0,0,Richmond,Richmond,magrace,Non-Power
matt horton,2019-20,W Kentucky,CUSA,sr,F,3,1,0.333333333,Western Kentucky,Western Kentucky,mahorton,Non-Power
matthew johnson,2018-19,Southern Utah,BSky,sr,F,3,2,0.666666667,Southern Utah,Southern Utah,majohnson,Non-Power
matthew mondesir,2021-22,Bethune-Cookman,SWAC,jr,G,3,1,0.333333333,Bethune Cookman,Bethune-Cookman,mamondesir,Non-Power
matthew stone,2021-22,North Texas,CUSA,fr,F/C,3,1,0.333333333,North Texas,North Texas,mastone,Non-Power
maxwell evans,2021-22,TCU,B12,sr,G,3,2,0.666666667,TCU,TCU,maevans,Power
micah robinson,2019-20,Cal Baptist,WAC,sr,G,3,3,1,Cal Baptist,Cal Baptist,mirobinson,Non-Power
michael anekwe,2019-20,Lafayette,Pat,so,F/C,3,0,0,Lafayette,Lafayette,mianekwe,Non-Power
michael hanshaw,2020-21,Idaho,BSky,so,F,3,3,1,Idaho,Idaho,mihanshaw,Non-Power
michael obindu,2017-18,Howard,MEAC,jr,F/C,3,1,0.333333333,Howard,Howard,miobindu,Non-Power
michael tate,2020-21,Jackson State,SWAC,jr,G,3,2,0.666666667,Jackson St.,Jackson State,mitate,Non-Power
mick lynott,2020-21,Gardner-Webb,BSth,fr,G,3,1,0.333333333,Gardner Webb,Gardner-Webb,milynott,Non-Power
mikal gjerde,2019-20,San Diego,WCC,fr,F/C,3,1,0.333333333,San Diego,San Diego,migjerde,Non-Power
mike edwards,2018-19,Georgia,SEC,sr,F,3,0,0,Georgia,Georgia,miedwards,Power
mike stone,2019-20,Alabama State,SWAC,jr,F,3,2,0.666666667,Alabama St.,Alabama State,mistone,Non-Power
mike underwood,2018-19,Cent Conn St,NEC,fr,G,3,2,0.666666667,Central Connecticut,Central Connecticut,miunderwood,Non-Power
miles gally,2021-22,G Washington,A10,jr,F/C,3,0,0,George Washington,George Washington,migally,Non-Power
miles james,2019-20,ECU,Amer,so,G,3,2,0.666666667,East Carolina,East Carolina,mijames,Non-Power
milton matthews,2020-21,NC A&T,MEAC,fr,G,3,3,1,North Carolina A&T,North Carolina A&T,mimatthews,Non-Power
mitchell hahn,2018-19,Omaha,Sum,sr,F,3,3,1,Nebraska Omaha,Omaha,mihahn,Non-Power
monty bowser,2020-21,Cal,P12,fr,G,3,2,0.666666667,California,California,mobowser,Power
moustapha diagne,2017-18,W Kentucky,CUSA,so,F/C,3,1,0.333333333,Western Kentucky,Western Kentucky,modiagne,Non-Power
mykhailo yagodin,2020-21,Maine,AE,jr,G,3,2,0.666666667,Maine,Maine,myyagodin,Non-Power
nate jenkins,2019-20,Iowa State,B12,fr,G,3,2,0.666666667,Iowa St.,Iowa State,najenkins,Power
nathan nelson,2020-21,South Carolina,SEC,jr,G,3,2,0.666666667,South Carolina,South Carolina,nanelson,Power
nathan payne,2017-18,Charleston So,BSth,fr,G,3,1,0.333333333,Charleston Southern,Charleston Southern,napayne,Non-Power
nick crocker,2020-21,Bryant,NEC,jr,F,3,3,1,Bryant,Bryant,nicrocker,Non-Power
nick fiorillo,2020-21,Vermont,AE,so,F,3,1,0.333333333,Vermont,Vermont,nifiorillo,Non-Power
nick macdonald,2020-21,Niagara,MAAC,so,G,3,2,0.666666667,Niagara,Niagara,nimacdonald,Non-Power
nnamdi van dulm,2017-18,North Dakota St,Sum,so,G,3,1,0.333333333,North Dakota St.,North Dakota State,nnvan,Non-Power
noah bramlage,2017-18,Princeton,Ivy,jr,F,3,1,0.333333333,Princeton,Princeton,nobramlage,Non-Power
noble crawford,2021-22,LIU,NEC,so,G,3,2,0.666666667,LIU Brooklyn,Long Island University,nocrawford,Non-Power
odell wilson,2020-21,North Dakota St,Sum,so,F/C,3,1,0.333333333,North Dakota St.,North Dakota State,odwilson,Non-Power
parker edwards,2021-22,LSU,SEC,jr,G,3,3,1,LSU,LSU,paedwards,Power
patrick dorsey,2019-20,Navy,Pat,fr,G,3,2,0.666666667,Navy,Navy,padorsey,Non-Power
paul hiepler,2018-19,Abil Christian,Slnd,so,G,3,2,0.666666667,Abilene Christian,Abilene Christian,pahiepler,Non-Power
paul hiepler,2019-20,Abil Christian,Slnd,jr,G,3,2,0.666666667,Abilene Christian,Abilene Christian,pahiepler,Non-Power
payton youngblood,2021-22,North Alabama,ASun,sr,F,3,2,0.666666667,North Alabama,North Alabama,payoungblood,Non-Power
pedro bradshaw,2018-19,E Kentucky,OVC,fr,F,3,2,0.666666667,Eastern Kentucky,Eastern Kentucky,pebradshaw,Non-Power
philip pepple,2020-21,SIUE,OVC,jr,C,3,3,1,SIU Edwardsville,SIU Edwardsville,phpepple,Non-Power
precious ikediashi,2018-19,St Francis (PA),NEC,fr,F,3,1,0.333333333,St. Francis PA,St. Francis (PA),prikediashi,Non-Power
quamain nelson,2020-21,S Carolina St,MEAC,jr,F,3,2,0.666666667,South Carolina St.,South Carolina State,qunelson,Non-Power
quinn blair,2018-19,William & Mary,CAA,fr,F,3,2,0.666666667,William & Mary,William & Mary,qublair,Non-Power
quinn richey,2020-21,Samford,SC,so,G,3,2,0.666666667,Samford,Samford,qurichey,Non-Power
quoiren walden,2020-21,Miss Valley St,SWAC,fr,F,3,1,0.333333333,Mississippi Valley St.,Mississippi Valley State,quwalden,Non-Power
rahim ali,2020-21,Howard,MEAC,fr,G,3,3,1,Howard,Howard,raali,Non-Power
ralph bissainthe,2018-19,UIC,Horz,fr,G,3,0,0,Illinois Chicago,UIC,rabissainthe,Non-Power
rapolas ivanauskas,2020-21,Cincinnati,Amer,sr,F,3,2,0.666666667,Cincinnati,Cincinnati,raivanauskas,Non-Power
rashad austin,2017-18,Florida A&M,MEAC,so,F,3,1,0.333333333,Florida A&M,Florida A&M,raaustin,Non-Power
reece brooks,2018-19,Albany,AE,jr,G,3,3,1,Albany,Albany,rebrooks,Non-Power
reese mona,2018-19,Maryland,B10,so,G,3,1,0.333333333,Maryland,Maryland,remona,Power
reese mona,2019-20,Maryland,B10,jr,G,3,2,0.666666667,Maryland,Maryland,remona,Power
reginald gardner,2017-18,NC Central,MEAC,fr,G,3,3,1,North Carolina Central,North Carolina Central,regardner,Non-Power
rick barros,2021-22,Sacramento St,BSky,fr,G,3,1,0.333333333,Sacramento St.,Sacramento State,ribarros,Non-Power
riley sorn,2021-22,Washington,P12,jr,C,3,2,0.666666667,Washington,Washington,risorn,Power
rip economou,2018-19,Seattle,WAC,fr,F/C,3,2,0.666666667,Seattle,Seattle U,rieconomou,Non-Power
rip economou,2021-22,Seattle,WAC,jr,F,3,1,0.333333333,Seattle,Seattle U,rieconomou,Non-Power
rj noord,2021-22,Elon,CAA,fr,F/C,3,1,0.333333333,Elon,Elon,rjnoord,Non-Power
rob mcclain,2020-21,UT Rio Grande,WAC,sr,G,3,1,0.333333333,UT Rio Grande Valley,UT Rio Grande Valley,romcclain,Non-Power
robert carpenter,2019-20,St Bonaventure,A10,fr,F,3,1,0.333333333,St. Bonaventure,St. Bonaventure,rocarpenter,Non-Power
robert chougkaz,2019-20,Northwestern St,Slnd,fr,F,3,3,1,Northwestern St.,Northwestern State,rochougkaz,Non-Power
robert mahala,2021-22,Siena,MAAC,sr,G,3,2,0.666666667,Siena,Siena,romahala,Non-Power
